Subject,Predicate,Object
predicate,specify dependencies based on,string value
predicate,specify dependencies based on,numerical value
predicate,use operator,==
predicate,use operator,!=
predicate,use operator,>
predicate,connect,term
term,include,reference variable
term,include,constant
term,include,function
term,include,binary expression
function constraint,include,sum
function constraint,include,avg
function constraint,include,len
function constraint,include,floor
function constraint,include,ceil
binary expression,supports,+
binary expression,supports,-
binary expression,supports,*
arithmetic level,introduces,numeric constraints feature attribute
type level,introduces,string constraint
type level,introduces,numeric operation
submodel,apply to,compose model
import feature,are referenced using,namespace
feature attribute,can contain,line constraint
require relationship,is,constraint
exclude relationship,is,constraint
constraint,is a component of,feature model
constraint,are a major part of,uvl model
constraint,impose,limitation feature
valid configuration,satisfy,attach constraint
constraint,evaluate to,boolean variable
propositional operator,combine,boolean variable
propositional operator,combine,boolean constant
propositional operator,combine,predicate
predicate,specify,dependencie base string value
predicate,specify,dependencie base numerical value
arithmetic operation,include,+
arithmetic operation,include,*
require relationship,implies,inclusion feature
exclude relationship,denotes,feature incompatibility
import submodel,apply constraints to,compose model
constraint,are handled by,reasoning engine
constraint,are stored,separately feature tree structure
aggregate function,include,sum
aggregate function,include,avg
string operation,include,len
numeric operation,include,floor
numeric operation,include,ceil
boolean level,is,core language uvl
boolean level,encapsulates,language construct
boolean level,is reasoned about using,sit solver
boolean level,consists of,boolean core
boolean level,supports,mandatory relationship
boolean level,supports,group
boolean level,supports,propositional crosstree constraint
boolean level,is included in,arithmetic level
boolean level,is included in,type level
boolean level,limits constraints to,propositional logic
boolean level,supports operator,!
boolean level,supports operator,>=
boolean core,allows attributes to,store feature information
boolean core,excludes,constraint attribute
boolean level,can be encoded as,sit instance
boolean level,is used by,featureide
boolean level,is used by,flamapy
boolean level,is used by,nemo
group cardinality,enables,select n m feature group
boolean level,is,major language level
boolean level,include,boolean core
boolean level,groups features by,reasoning engine
boolean level,supports,mandatory group
boolean level,excludes,constraint attribute
boolean level,is used by,ddueruem
boolean level,is used by,fm fact label
boolean level,is used by,pure::variant
boolean level,is used by,variability.dev
boolean level,can be encoded as,cnf
boolean level,consists of,group keyword
boolean core,is,conversion target group cardinality
boolean level,is parsed by,clojurebase parser
boolean level,is parsed by,pythonbase parser
boolean level,include,group keyword
boolean core,is,level extension
boolean level,is the lowest level in,high position language hierarchy
arithmetic level,is,major language level
arithmetic level,extends,boolean level
arithmetic level,allows,term resolve boolean
arithmetic level,supports operator,+
arithmetic level,supports operator,*
arithmetic level,supports operator,==
arithmetic level,supports operator,!=
arithmetic level,supports operator,<
arithmetic level,has minor level extension,feature cardinality
arithmetic level,has minor level extension,aggregate function
arithmetic level,can be represented as,smt problem
arithmetic level,can be represented as,cp problem
arithmetic level,requires,process sit encode
arithmetic level,is included in,type level
arithmetic level,is used by,travart
arithmetic level,is used by,tool smt solver
arithmetic level,is used by,tool cp solver
arithmetic level,can be converted to,boolean core
arithmetic level,supports,numeric constant
arithmetic level,supports,numerical feature attribute
arithmetic level,is target for,type level conversion
arithmetic level,allows,minor level selection wildcard
arithmetic level,is supported by,travart
arithmetic level,encapsulates,arithmetic expression feature
arithmetic level,groups constructs by,reasoning engine
arithmetic core,is part of,arithmetic level
arithmetic core,supports,constraint attribute
arithmetic core,supports,standard arithmetic operation
feature cardinality,enables,select feature multiple time
aggregate function,introduces,sum
aggregate function,introduces,avg
arithmetic level,can be encoded as,smt instance
arithmetic level,can be encoded as,cp instance
arithmetic core,converts to,boolean core
feature cardinality,converts to,arithmetic core
aggregate function,converts to,arithmetic core
arithmetic level,requires further processing for,sat encode
arithmetic level,allows wildcard,arithmetic level
arithmetic level,include,arithmetic core
aggregate function,considers attribute values of,select feature
aggregate function,takes,numerical feature attribute
aggregate function,can take,feature second parameter
feature cardinality,uses syntax,minmax
type level,is,major language level
type level,extends,arithmetic level
type level,introduces,type feature
type level,supports,string feature
type level,supports,integer feature
type level,supports,real feature
type level,include,type core
type level,has minor level extension,type stringconstraint
numericconstraint,allows,floor
numericconstraint,allows,ceil
type stringconstraint,allows,len
type stringconstraint,allows,string comparison
type level,can be represented as,smt problem
type level,can be represented as,cp problem
type level,converts to,boolean level
string constraint,drops,conversion
type level,allows,explicit set boolean domain
type level,is supported by,travart
type level,is supported by,v4rdiac
type level,encapsulates,feature nonboolean type
type level,is,core language uvl
type level,introduces,integer feature
type level,introduces,float feature
type level,introduces,string feature
type level,introduces,real feature
type level,supports,string length operation
type level,supports,string comparison
type level,supports,floor operation
type level,supports,ceil operation
type level,transforms features into,boolean feature attribute
type level,drops,type stringconstraint
type level,allows,configuration nonboolean value
type level,encapsulates,reasoning engine
type level,occupies,high position language hierarchy
